-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1272,0.06762,0.03534,0.01825,0.009338,0.004746,0.0024,0.0012092,0.0006074,0.0003046,0.00015258,0.0000763,0.00003814,0.000019074,0.000009536,0.000004768,0.000002384,0.000001192,0.000000596,0.000000298,1.49E-07,7.45E-08,3.73E-08,1.86E-08,9.31E-09,4.66E-09,2.33E-09,1.16E-09,5.82E-10,2.91E-10,1.46E-10,7.28E-11,3.64E-11,1.82E-11,9.09E-12,4.55E-12,2.27E-12,1.14E-12
-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14648,0.0785,0.04126,0.0214,0.010986,0.0056,0.002838,0.0014324,0.000721,0.000362,0.00018144,0.00009084,0.00004542,0.0000227,0.000011354,0.000005678,0.000002838,1.42E-06,7.10E-07,3.55E-07,1.77E-07,8.87E-08,4.44E-08,2.22E-08,1.11E-08,5.54E-09,2.77E-09,1.39E-09,6.93E-10,3.47E-10,1.73E-10,8.66E-11,4.33E-11,2.17E-11,1.08E-11,5.41E-12,2.71E-12,1.35E-12
-1,-1,-1,-1,-1,-1,-1,-1,-1,0.16772,0.09058,0.04792,0.02496,0.012864,0.006576,0.003342,0.00169,0.0008516,0.0004282,0.0002148,0.00010764,0.00005388,0.00002694,0.00001347,0.000006736,0.000003368,1.68E-06,0.000000842,0.000000421,2.10E-07,1.05E-07,5.26E-08,2.63E-08,1.32E-08,6.58E-09,3.29E-09,1.64E-09,8.22E-10,4.11E-10,2.06E-10,1.03E-10,5.14E-11,2.57E-11,1.28E-11,6.42E-12,3.21E-12,1.61E-12
-1,-1,-1,-1,-1,-1,-1,-1,-1,0.19092,0.104,0.05536,0.029,0.015,0.00769,0.003918,0.0019856,0.0010024,0.0005044,0.0002534,0.00012708,0.00006366,0.00003186,0.00001593,0.000007964,0.000003982,1.99E-06,9.96E-07,4.98E-07,2.49E-07,1.24E-07,6.22E-08,3.11E-08,1.56E-08,7.78E-09,3.89E-09,1.94E-09,9.72E-10,4.86E-10,2.43E-10,1.22E-10,6.08E-11,3.04E-11,1.52E-11,7.60E-12,3.80E-12,1.90E-12
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1189,0.06372,0.03354,0.017426,0.008964,0.004578,0.002326,0.0011758,0.0005928,0.000298,0.0001496,0.00007498,0.00003756,0.00001879,0.000009396,0.000004698,0.000002348,1.17E-06,5.87E-07,2.94E-07,1.47E-07,7.34E-08,3.67E-08,1.84E-08,9.17E-09,4.59E-09,2.29E-09,1.15E-09,5.73E-10,2.87E-10,1.43E-10,7.17E-11,3.58E-11,1.79E-11,8.96E-12,4.48E-12,2.24E-12
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.13526,0.073,0.03864,0.02016,0.010406,0.00533,0.002712,0.0013742,0.0006938,0.0003492,0.00017548,0.00008804,0.0000441,0.00002208,0.00001105,0.000005524,0.000002762,1.38E-06,6.91E-07,3.45E-07,1.73E-07,8.63E-08,4.32E-08,2.16E-08,1.08E-08,5.40E-09,2.70E-09,1.35E-09,6.74E-10,3.37E-10,1.69E-10,8.43E-11,4.21E-11,2.11E-11,1.05E-11,5.27E-12,2.63E-12
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15308,0.08326,0.04432,0.02322,0.012032,0.00618,0.003152,0.0016002,0.0008092,0.000408,0.0002052,0.000103,0.00005164,0.00002586,0.00001295,0.000006478,0.00000324,1.62E-06,8.10E-07,4.05E-07,2.02E-07,1.01E-07,5.06E-08,2.53E-08,1.27E-08,6.33E-09,3.16E-09,1.58E-09,7.91E-10,3.95E-10,1.98E-10,9.89E-11,4.94E-11,2.47E-11,1.24E-11,6.18E-12,3.09E-12
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1726,0.0946,0.05066,0.02668,0.01387,0.007144,0.003654,0.0018588,0.0009412,0.0004752,0.0002392,0.00012022,0.00006032,0.00003024,0.00001514,0.000007578,0.00000379,1.90E-06,9.48E-07,4.74E-07,0.000000237,1.18E-07,5.92E-08,2.96E-08,1.48E-08,7.40E-09,3.70E-09,1.85E-09,9.25E-10,4.63E-10,2.31E-10,1.16E-10,5.78E-11,2.89E-11,1.45E-11,7.23E-12,3.61E-12
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.19372,0.107,0.05768,0.03052,0.01593,0.008232,0.00422,0.002152,0.0010914,0.0005518,0.0002782,0.0001399,0.00007024,0.00003522,0.00001765,0.000008836,0.000004422,0.000002212,0.000001106,0.000000553,2.76E-07,1.38E-07,6.91E-08,3.46E-08,1.73E-08,8.64E-09,4.32E-09,2.16E-09,1.08E-09,5.40E-10,2.70E-10,1.35E-10,6.75E-11,3.38E-11,1.69E-11,8.44E-12,4.22E-12
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12054,0.0654,0.0348,0.018234,0.009452,0.00486,0.002482,0.0012618,0.0006388,0.0003224,0.0001623,0.00008156,0.00004094,0.00002052,0.000010278,0.000005144,0.000002574,1.29E-06,6.44E-07,3.22E-07,1.61E-07,8.05E-08,4.02E-08,2.01E-08,1.01E-08,5.03E-09,2.51E-09,1.26E-09,6.29E-10,3.14E-10,1.57E-10,7.86E-11,3.93E-11,1.96E-11,9.82E-12,4.91E-12
